BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
CHOPDA,Pulses,2025-01-13T13:49:02.517,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3436519,"शेतकरी साहेब, हरभरा पिकातील मर रोगाच्या नियंत्रणासाठी-
 साफ (कार्बेन्डाझिम १२% + मॅन्कोझेब ६३%) हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..! 
","FARMER  ASKED ABOUT SPRAY FOR CONTROL OF FUNGAL ATTACK ON BENGAL GRAM CROP ?
",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,13,1,2025
JALGAON,Vegetables,2025-01-13T18:08:53.917,Bhindi(Okra/Ladysfinger),JALGAON,3436496,भेंडी पिकावरील मावा नियंत्रणासाठी : प्रादुर्भावग्रस्त पाने माव्याच्या समूहासह तोडून नष्ट करावे .प्रादुर्भाव जास्त प्रमाणात दिसून आल्यास पिकावर असिटामॅप्राईड  20 ते 40 ग्रॅम किंवा थिओमेटॅक्सिम 40 ते 80 ग्रॅम प्रति एकरी या प्रमाणात मिसळून फवारणी करावी . पिकाच्या आवश्यकतेनुसार कीटकनाशकाची फवारणी आलटून पालटून 10 दिवसाच्या अंतराने करावी धन्यवाद!,FARMER ASKED ABOUT ATTACK OF APHID  ON BHINDI CROP? ,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
JALGAON,Vegetables,2025-01-13T18:11:38.493,Bhindi(Okra/Ladysfinger),JALGAON,3436495,"भेंडी पिकामध्ये : 00 52 34 ,60 ग्रॅम प्रति 15 लिटर पाण्यामध्ये घेऊन फवारणी करावी धन्यवाद!",FARMER ASKED ABOUT FERTILISER DOSE FOR BHINDI CROP? ,Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,13,1,2025
AMALNER,Others,2025-01-14T14:13:57.203,Others,JALGAON,3439781,"प्रधान मंत्री किसान सन्मान निधी योजनांबद्दल अधिक माहितीसाठी तहसील कार्यालय किंवा सी एस सी केंद्राला भेट द्या किंवा 011 24300606/155261/1800115526 टोल फ्री क्रमांकावर संपर्क करा. धन्यवाद शुभ दिवस !
","FARMER ASKED ABOUT BENEFICIARY STATUS OF PRADHAN MANTRI KISAN SAMMAN NIDHI ? 
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
JAMNER,Cereals,2025-01-14T15:09:05.34,Wheat,JALGAON,3441974,गव्हाच्या ओंब्याची गुणवत्ता आणि आकार वाढीसाठी ००:५२:३४ -७५ ग्राम /१५लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद...!,FARMER ASKED ABPOT FERTILIZER SPRAY FOR INCREASE SIZE AND QUALTY OF WHEAT SEEDS ?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,14,1,2025
PACHORA,Others,2025-01-15T09:05:48.033,Others,JALGAON,3444722,"हवामान विभागाच्या अंदाजानुसार नागपूर जिल्हा, पाचोरा तालुक्यात पुढील पाच दिवस वातावरण अंशतः ढगाळ राहील. पावसाची शक्यता नाही .सरासरी जास्तीत जास्त तापमान  ३२° c, कमीत कमी तापमान २२ °c, वाऱ्याचा वेग प्रति तासाला  ८ किलोमीटर इतका राहील. वरील हवामान अंदाज लक्षात घेऊन आपण व्यवस्थापन करावे .
धन्यवाद..!",Farmer asked query on Weather,Weather,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
PACHORA,Pulses,2025-01-15T09:07:14.617,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3444723,"शेतकरी साहेब, हरभरा अधिक उपफांद्याच्या वाढीसाठी-
१२ ६१ ०० हे ६० ग्रॅम + फुलधारणा चांगल्याप्रकारे होण्यासाठी-टाटा बहार (अमीनो ऍसिड) हे ३० मिली प्रति १५ लिटर पाण्यामधून फवारणी करावी. धन्यवाद..!
",FAMRER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR PROMOTE FLOWERING IN BENGAL GRAM CROP ?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
ERANDOL,Fiber Crops,2025-01-15T13:21:40.617,Cotton (Kapas),JALGAON,3444682,कापूस पिकाचे बाजार भाव देऊळगाव राजा मार्केट - कमीत कमी 6900 प्रती क्विंटल जास्तीत जास्त 7175 प्रतिक्विंटल आणि सरासरी 7000 प्रतिक्विंटल धन्यवाद,ASKED ABOUT MARKET RATE OF COTTON?,Market Information,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
JALGAON,Others,2025-01-15T17:08:16.977,Others,JALGAON,3447675,"शेतकरी साहेब, पीएम किसान योजनेशी संबंधित कोणत्याही तक्रारी किंवा समस्यांसाठी तहसील कार्यालयामध्ये नोडल अधिकारी (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद",Farmer asked for information about Pradhan Mantri Kisan Samman Nidhi Yojana?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
JAMNER,Pulses,2025-01-15T21:57:51.54,Pigeon pea (red gram/arhar/tur),JALGAON,3447528,"खामगाव तुर बाजार भाव- कमीत कमी- 5700 रु/क्विंटल, जास्तीत जास्त- 8100 रु/ क्विंटल, सरासरी- 6900 रु/ क्विंटल.धन्यवाद
","Farmer asked  KHAMGAON market Tur market rate ?
",Market Information,NA,AGRICULTURE,MAHARASHTRA,15,1,2025
CHALISGAON,Pulses,2025-01-16T12:10:09.23,Pigeon pea (red gram/arhar/tur),JALGAON,3450604,"महोदय,हवामान विभागाच्या अंदाजानुसार जळगाव जिल्हा   चाळीसगाव तालुक्यात पुढील पाच दिवस 16 डिसेंबर ते 20 डिसेंबर 2024 वातावरण  ढगाळ राहील , पावसाची शक्यता नाही.  तापमान कमाल 28 अंश सेल्सिअस आणि किमान 16 अंश सेल्सिअस आणि वाऱ्याचा वेग ताशी 7 किलोमीटर आहे . 
हवामान विभागाच्या अंदाजानुसार तुर पिकामध्ये काढणीनंतरचे व्यवस्थापन करावे धन्यवाद",Farmer asked query on Weather,Post Harvest Preservation,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
CHALISGAON,Millets,2025-01-16T14:29:34.543,Maize (Makka),JALGAON,3450660,"शेतकरी साहेब, जळगाव जिल्हा चाळीसगाव तालुक्यात दि.१६ ते २० जानेवारी दरम्यानचे हवामान अंदाज- ढगाळमय वातावरणासह सूर्यप्रकाश असेल, पाऊस पडला तर तुरळक-हलका पडेल. किमान तापमान १४° से. आणि कमाल तापमान २९° से. पर्यंत असेल. वाऱ्याचा वेग ताशी ७ ते १० कि.मी. व आद्रता ४० ते ७०% दरम्यान राहण्याची शक्यता आहे. या अंदाजानुसार मका कीटकनाशक फवारणी नियोजन करावे. धन्यवाद..!",Farmer asked query on Weather,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
CHALISGAON,Others,2025-01-16T15:12:21.957,Others,JALGAON,3450600,"प्रधानमंत्री किसान सन्मान निधी योजनेच्या 19 व्या हप्त्याची तारीख अजून जाहीर झालेली नाही धन्यवाद 
","FARMER ASKED ABOUT 19th INSTALLMENT DATE  OF PRDHANMANTRI KISAN SANMAN NIDHI YOJANA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
MUKTAINAGAR,Cereals,2025-01-16T15:43:52.673,Wheat,JALGAON,3450592,गहू पिकासाठी खत मात्रा - 19:19:19 - 60 ग्राम + मिक्रोला - 30 मिली + बाविस्टीन - 30 ग्राम / 15 लिटर पाण्यात घेऊन फवारणी करा.,FARMER ASKED ABOUT FERTILIZER DOSE FOR WHEAT?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
BODWAD,Pulses,2025-01-16T19:10:59.777,Black Gram (urd bean),JALGAON,3453278,"उडीद या पिकासाठी हेक्टरी पंधरा ते वीस किलो बियाणे वापरावे पेरणीपूर्वी प्रति किलो बियाण्यास कार्बेन्डाझिम 3 ग्रॅम किंवा ट्रायकोडर्मा 5 ग्रॅम यांची प्रक्रिया करावी.सुधारित जाती खालील प्रमाणे.
टी ए यु – 1,ए के यु – 15",seed rate of udid and varieties of udid ?,Seeds,NA,AGRICULTURE,MAHARASHTRA,16,1,2025
YAWAL,Vegetables,2025-01-17T09:55:24.597,Amaranthus/Grain Amaranthus,JALGAON,3456119,"नमस्कार सर, पोकळा पिकावरील बुरशीजन्य रोग नियंत्रणासाठी - 
एम ४५ ( मॅन्कोझेब ७५% WP ) हे बुरशीनाशक ३० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..! ",FARMER ASKED ABOUT SPRAY TO CONTROL FUNGAL ATTACK IN AMARANTHUS CROP?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,17,1,2025
CHOPDA,Vegetables,2025-01-17T11:26:56.213,Drum Stick,JALGAON,3456126,शेवगा या पिकाला पिक विमा नाही. धन्यवाद!,FARMER ASKED ABOUT CROP INSURANCE FOR DRUMSTICK CROP?,Crop Insurance,NA,HORTICULTURE,MAHARASHTRA,17,1,2025
PACHORA,Cereals,2025-01-17T11:52:13.007,Wheat,JALGAON,3456396,"गहू झाडांची वाढ थांबवून फुल आणि फळांची वाढ होण्यासाठी- ०० ५२ ३४ हे विद्राव्य खत ८० ग्रॅम प्रति १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी. धन्यवाद..!
","FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION FOR STOP OVER GROWTH AND INCREASING POD SETTING THROUGH SPRAY IN WHEAT CROP ?
",Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,17,1,2025
PAROLA,Millets,2025-01-18T09:26:16.733,Maize (Makka),JALGAON,3461142,"मका पिकावरील करपा नियंत्रणासाठी - मायक्रोला 30 मिलि + बावीस्तिन (CARBENDAZIN 50% WP) 30 ग्रॉम /15 लिटर पाण्यात फवारणी करावी
",FARMER ASKED ABOUT BLIGHT ATTACK ON MAIZE CROP ? ,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,18,1,2025
BHADGAON,Millets,2025-01-18T16:26:29.433,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),JALGAON,3464377, बाजरी -जाती - श्रध्दा सबुरी शांती समृद्धी परभणी संपदा आदिशक्ती ,asked about  varieties of bajri,Varieties,NA,AGRICULTURE,MAHARASHTRA,18,1,2025
JAMNER,Others,2025-01-19T11:50:59.517,Others,JALGAON,3466835,"तूर बाजारभाव जळगाव बाजार समिती : दिनांक : १७/१२/२०२४ :  कमीत कमी ६२०० रु/क्विटल, जास्तीत जास्त ६७०० रु/क्विटल, सरासरी ६७०० रु/क्विटलआहेत. धन्यवाद..!
",Farmer asked query on Mandi details,Market Information,NA,AGRICULTURE,MAHARASHTRA,19,1,2025
JAMNER,Others,2025-01-19T11:51:48.383,Others,JALGAON,3466836,"सोयाबीन बाजारभाव जळगाव बाजार समिती : दिनांक : १७/१२/२०२४ :  कमीत कमी ४२९२ रु/क्विटल, जास्तीत जास्त ४२९२ रु/क्विटल, सरासरी ४२९२ रु/क्विटलआहेत. धन्यवाद..!",Farmer asked query on Mandi details,Market Information,NA,AGRICULTURE,MAHARASHTRA,19,1,2025
DHARANGAON,Millets,2025-01-19T13:41:20.477,Maize (Makka),JALGAON,3467028,"नमस्कार शेतकरी साहेब, मका पिकाकरिता प्रधानमंत्री फसल विमा योजनेची शेवटची दिनांक १६/१२/२०२४ होती तरी आपण ग्रामस्तरावरील ग्रामसेवक व कृषी सेवक यांची भेट घ्यावी धन्यवाद. . ! ",FARMER ASKED ABOUT LAST DATE OF PMFBY?,Crop Insurance,NA,AGRICULTURE,MAHARASHTRA,19,1,2025
DHARANGAON,Pulses,2025-01-20T10:28:03.69,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3472095,"शेतकरी साहेब ,आपण हरभऱ्या पिकासाठी बुरशी नाशक हे फुल अवस्थेत असताना बुरशीनाशक वापरू शकता धन्यवाद..!",farmer asked about of fungicide used in flowering stage in bengal crop?,	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,20,1,2025
DHARANGAON,Pulses,2025-01-20T10:31:05.32,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3472094,शेतकरी साहेब आपण हरभऱ्या पिकासाठी पिकाचा कालावधी : १०० - ११५ दिवस धन्यवाद ..!,farmer asked about crop duration if bengal crop?,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,20,1,2025
AMALNER,Millets,2025-01-20T20:07:30.4,Maize (Makka),JALGAON,3472116,"हवामान विभागाच्या अंदाजानुसार जळगाव जिल्हा अमळनेर तालुक्यात , या आठवड्यामध्ये वातावरण अंशतः ढगाळ राहील, पावसाची शक्यता नाही. आजचे तापमान  कमाल -29 अंश सेल्सियस आणि किमान -19 अंश सेल्सियस , वाऱ्याचा वेग -ताशी 4 किलोमीटर आहे. हवामान अंदाजानुसार मका पिकातील काढणे व्यवस्थापन नियोजन करावे. धन्यवाद !",Farmer asked query on Weather,Cultural Practices,NA,AGRICULTURE,MAHARASHTRA,20,1,2025
PAROLA,Others,2025-01-21T13:10:25.81,Others,JALGAON,3476937,"शेतकरी साहेब, पीएम किसान योजनेच्या स्टेटसमध्ये मोबाईल नंबर आपला नसेल किंवा बदलायचा असेल तर यासाठी महा-ई-सेवा केंद्रामध्ये जाऊन आधार लिंक मोबाईल नंबर पुनरस्थापित करा. होत नसल्यास तालुका कृषी अधिकारी यांच्याशी संपर्क साधून तक्रार अर्ज सादर करावा. धन्यवाद..! ","FARMER ASKED ABOUT STATUS OF INSTALLMENT AND HOW TO SOLVE MOBILE NUMBER DUPLICATE OR INVALID PROBLEM IN PM KISAN YOJNA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,21,1,2025
0   ,Others,2025-01-21T22:01:19.643,Others,JALGAON,3477092,"-- शेतकरी साहेब, आपला प्रधानमंत्री किसान सन्मान निधी योजनेचा रजिस्टर नंबर MH116171562 हा आहे.  धन्यवाद..! ",FARMER ASKED ABOUT STATUS OF INSTALLMENT & HELPLINE NUMBER OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?  ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,21,1,2025
MUKTAINAGAR,Vegetables,2025-01-22T09:57:15.047,Onion,JALGAON,3481537,"कांदा पिकाच्या वाढीसाठी 19 19 19 60 ग्रॅम+ साफ बुरशीनाशक 30 ग्रॅम+ 
हुमिक ऍसिड 30 मिली 15 लिटरच्या पंपामध्ये घेऊन फवारणी करणे धन्यवाद",FARMER ASKED ABOUT NUTRIENT SPRAY FOR GROWTH  IN ONION ?,Nutrient Management,NA,HORTICULTURE,MAHARASHTRA,22,1,2025
JAMNER,Oilseeds,2025-01-23T10:45:25.193,Soybean (bhat),JALGAON,3486033,"शेतकरी साहेब, सोयाबेन बाजारभाव जळगाव बाजार समिती : : कमीत कमी ४८९२ रु/क्विटल, जास्तीत जास्त ४८९२ रु/क्विटल, सरासरी ४८९२ रु/क्विटलआहेत. धन्यवाद..!",Farmer asked about market imformation of soyabean crop?,Market Information,NA,AGRICULTURE,MAHARASHTRA,23,1,2025
JAMNER,Pulses,2025-01-23T10:51:39.397,Pigeon pea (red gram/arhar/tur),JALGAON,3486032,"शेतकरी साहेब, तूर बाजारभाव जळगाव बाजार समिती : २२/०१/२०२५ : कमीत कमी 6225 रु/क्विटल, जास्तीत जास्त 6500 रु/क्विटल, सरासरी 6400 रु/क्विटलआहेत. धन्यवाद..!",FARMER ASKED ABOUT MARKET INFORMATION OF REDGRAM CROP? ,Market Information,NA,AGRICULTURE,MAHARASHTRA,23,1,2025
PACHORA,Vegetables,2025-01-23T11:06:17.643,Bhindi(Okra/Ladysfinger),JALGAON,3486162,"भेंडी पिकाच्या वाढीसाठी फवारणी :- १९ १९ १९ 60 ग्रॅम + मायक्रोला ३० मिली  / १५ लिटर पाण्यामध्ये घेऊन फवारणी करावी.
",FARMER ASKED ABOUT FERTILIZER SPREY FOR GROWTH ON OKRA ?,Fertilizer Use and Availability,NA,HORTICULTURE,MAHARASHTRA,23,1,2025
PACHORA,Animal,2025-01-23T11:43:36.98,"Bovine(Cow,Buffalo)",JALGAON,3486356," शेतकरी साहेब, पशुपालन संदर्भात आपल्या तक्रारी, समस्या, प्रश्नांची उत्तरे व माहिती मिळवण्यासाठी- पशुसंवर्धन विभाग महाराष्ट्र राज्य टोल फ्री क्रमांक : १८००२३३०४१८ यावर संपर्क साधावा. धन्यवाद..!","FARMER ASKED ABOUT HELPLINE NUMBER OF DEPARTMENT OF ANIMAL HUSBANDRY GOVERNTMENT OF MAHARASHTRA ?
",Cattle shed Planning and Management,NA,ANIMAL HUSBANDRY,MAHARASHTRA,23,1,2025
PAROLA,Millets,2025-01-23T11:59:15.41,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),JALGAON,3486193,"नमस्कार शेतकरी साहेब ,बाजरी पिकाविषयी माहिती
पेरणीची वेळ : १५ जानेवारी ते १५ फेब्रुवारी 
बियाणे प्रमाण : ३ ते ४ की./हे.
वाण : संकरीत वाण - श्रद्धा, सबुरी, शांती, फुले आदिशक्ती, फुले महाशक्ती
सुधारीत वाण : आयसीटीपी ८२०३, आयसीएमव्ही १५५, धनशक्ती
धन्यवाद. . !
",FARMER ASKED ABOUT BAJARA PEARL MILLET CROP ?,Sowing Time and Weather,NA,AGRICULTURE,MAHARASHTRA,23,1,2025
BHADGAON,Others,2025-01-24T11:01:59.063,Others,JALGAON,3491080,"शेतकरी साहेब, फार्मर आयडी कार्ड साठी ऑनलाइन ऑनलाइन अर्ज केल्यानंतर साधारणतः 15-30 दिवसांत तुम्हाला किसान आयडी कार्ड मिळते. अर्जाची स्थिती तुम्ही https://maha.agri.gov.in या अधिकृत संकेतस्थळावर तपासू शकता.","FAMRER ASKED ABOUT ? WHERE TO CHECK APPLICATION STATUS ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,24,1,2025
CHOPDA,Cereals,2025-01-24T14:21:06.077,Wheat,JALGAON,3490718," रस शोषण करणाऱ्या किड नियंत्रणासाठी  थायोमिथोक्झॉम 25% ५ ग्रॅम + एम -४५ ३० ग्रॅम /15 लिटर पाण्यामध्ये घेऊन फवारणी करावी.
","asked about attack of sucking pest on wheat ? 
",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,24,1,2025
AMALNER,Others,2025-01-24T16:28:08.79,Others,JALGAON,3491005,"नमस्कार सर आपल्या प्रधानमंत्री किसान सन्मान योजना खात्यात चा 19 हप्ता जमा होण्याची कोणतीही माहिती उपलब्ध नाहीये किंवा अपडेट नाहीये धन्यवाद
","FARMER ASKED ABOUT WHEN 19th INSTALLMENT OF PM KISAN DEPOSITED IN BANK ACCCOUNT ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,24,1,2025
RAVER,Others,2025-01-25T09:41:01.857,Others,JALGAON,3495743,फार्मर आयडी साठी रजिस्ट्रेशन करायचे असल्यास सीएससी सेंटर मधून करावे धन्यवाद,farmer asked about farmer registration information ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,25,1,2025
ERANDOL,Vegetables,2025-01-25T11:06:13.2,Watermelon,JALGAON,3495507,"पिकावरील नाग अळी नियंत्रणासाठी 
1) निंबोळि अर्क 30मिलि /15 लीटर पाण्यामध्ये घेऊन फवारणी करावी.
2)दमण चे बायो 303 -22 मिली /१५ लिटर पाण्यातून फवारावे 
",farmer asked which spray taken for control of nag ali ?,	Plant Protection	,NA,HORTICULTURE,MAHARASHTRA,25,1,2025
CHALISGAON,Others,2025-01-25T11:11:49.84,Others,JALGAON,3495757,"शेतकरी साहेब, पी.एम.किसान योजनेत आपल्या नोंदणीकृत नंबरचे स्टेटस तपासले असता. निधी हस्तांतरण ऑर्डर (FTO) प्रक्रिया अपूर्ण दाखवते. संबंधीत बँकेत जाऊन चौकशी करावी. अधिक माहितीसाठी तालुका कृषी अधिकारी यांच्याशी संपर्क साधून त्यांच्याकडे अर्ज सादर करावा. धन्यवाद..!  
","FARMER ASKED ABOUT STATUS OF INSTALLMENT & HOW TO CLEAR  FTO PROBLEM IN PM KISAN YOJNA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,25,1,2025
JALGAON,Pulses,2025-01-25T11:21:51.843,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3495867,"हरभरा पिकावरील पिवळेपणा नियंत्रणासाठी  - रोको (थियोफिनेट मिथाईल ७० % WDG)  १५ ग्रॅम /१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी .धन्यवाद 
","FARMER ASKED ABOUT BLIGHT ATTACK ON GRAM CROP  ? 	 
",	Plant Protection	,NA,AGRICULTURE,MAHARASHTRA,25,1,2025
JAMNER,Others,2025-01-25T12:00:47.703,Others,JALGAON,3495770,"शेतकरी साहेब, फार्मर आयडी नोंदणी करण्यासाठी सीएससी सेंटर वरती जाऊन ऍग्रिस्टेक च्या वेबसाईटवर रजिस्ट्रेशन करून घ्यावे. धन्यवाद..! ",FARMER ASKED ABOUT FARMER ID REGISTRATION?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,25,1,2025
JAMNER,Others,2025-01-25T16:47:39.46,Others,JALGAON,3495813,प्रधानमंत्री किसान सन्माननिधी योजनेचे स्टेटस चेक करतेवेळी लाभार्थ्याला ओटीपी सेंड होत नसल्यामुळे स्टेटस चेक होऊ शकत नाही धन्यवाद,FARMER ASKED ABOUT BENEFICIARY STATUS OF PRADHAN MANTRI KISAN SAMMAN NIDHI ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,25,1,2025
RAVER,Pulses,2025-01-26T08:59:21.83,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3500148,हरभरा पिकामध्ये घाटे भरण्याच्या अवस्थेमध्ये हरभरा पिकाला 00:52:34 या विद्राव्य खताचा स्प्रे करावा याने घाटे भरण्यास मदत होऊन जाईल 15 लिटरच्या पंपासाठी 60 ते 65 ग्राम असे प्रमाण घ्यावे धन्यवाद,FARMER ASKED WHICH NUTRIENT SPRAY TAKEN  AT GRAIN FILLING STAGE ?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,26,1,2025
JALGAON,Pulses,2025-01-26T10:42:58.813,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),JALGAON,3500020,"शेतकरी साहेब, हरभरा उगवून आल्यानंतर ४० ते ४५  दिवसांदरम्यान अधिक उपफांद्याच्या वाढीसाठी-
१२ ६१ ०० हे ६० ग्रॅम + फुलधारणा चांगल्याप्रकारे होण्यासाठी-टाटा बहार (अमीनो ऍसिड) हे ३० मिली प्रति १५ लिटर पाण्यामधून फवारणी करावी. धन्यवाद..!
",FAMRER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR MORE BRANCHES & PROMOTE FLOWERING IN BENGAL GRAM CROP ?,Nutrient Management,NA,AGRICULTURE,MAHARASHTRA,26,1,2025
JALGAON,Others,2025-01-26T13:19:05.89,Others,JALGAON,3500308,"शेतकरी साहेब, पी.एम.किसान योजनेत आपल्या नोंदणीकृत नंबरचे स्टेटस तपासले असता. फॉर्मचा नोंदणी दिनांक दाखवत नाही, म्हणजेच फॉर्म काही कारणास्तव बंद पडला आहे. अर्ज पुन्हा सुरळीत सुरु करण्यासाठी तालुका कृषी अधिकारी यांच्याशी संपर्क साधावा, योग्य ती माहिती व योजनेसाठी लागणारी कागदपत्रे त्यांच्याकडे सादर करावी. धन्यवाद..!
","FARMER ASKED ABOUT HOW TO RE-ACTIVATION PROCESS OF PM KISAN SURRENDER FORM ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,26,1,2025
JALGAON,Others,2025-01-26T16:15:09.96,Others,JALGAON,3500216,"नमस्कार,  फार्मर आयडी बनवण्याची अंतिम तारीख सरकारने आतापर्यंत जाहीर केलेली नाही. योजना अजून बरेच दिवस चालू राहणार आहे, कृपया आपल्या गावच्या गावकामगार तलाठी यांच्याशी संपर्क साधून एकत्रित शेत जमिनी बद्दल माहिती विचारावी.  धन्यवाद!",Farmers asked for information about Farmer ID?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,26,1,2025
AMALNER,Oilseeds,2025-01-26T18:33:29.633,Groundnut (pea nut/mung phalli),JALGAON,3500256,"भुईमूग रासायनिक खते :  खरीप हंगामात पेरणीवेळी २५ किलो नत्र (युरिया खतातून), ५० किलो स्फुरद (एसएसपी खतातून) प्रतिहेक्‍टरी द्यावे. पेरणीवेळी २०० किलो जिप्सम हे सल्फर व कॅल्शिअमची उपलब्धता करण्यासाठी जमिनीतून द्यावे, तर उर्वरित २०० किलो जिप्सम हे आऱ्या सुटताना द्यावे.",FARMER ASKED ABOUT FERTILIZER DOSE FOR GROUNDNUT ?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,26,1,2025
AMALNER,Others,2025-01-27T09:39:26.92,Others,JALGAON,3504652,प्रधानमंत्री किसान सन्मान निधी योजना विषयी अधिक माहितीसाठी : आपल्या तहसील कार्यालयामध्ये नोडल अधिकारी (कृषी अधिकारी) यांच्याशी संपर्क साधावा किंवा पीएम-किसान हेल्पलाइन क्रमांक : 155261 / 011-24300606 या नंबर वरती संपर्क करावा. धन्यवाद..!,FARMER ASKED ABOUT STATUS OF INSTALLMENT IN PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
PAROLA,Millets,2025-01-27T09:40:31.933,Sorghum (Jowar/Great Millet),JALGAON,3504788,"ज्वारी पिकावरती फवारणी :-१२:६१:०० ६० ग्राम + मिक्रोल्ला ३० मिली /१५ लिटर पाण्यामध्ये घेऊन फवारणी करावी ,धन्यवाद .",FARMER ASKED ABOUT FERTILIZER SPRAY ON SORGHUM ?,Fertilizer Use and Availability,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
YAWAL,Others,2025-01-27T13:45:37.65,Others,JALGAON,3504687,"ॲग्री स्टॅक योजना बद्दल अधिक माहितीसाठी दिलेल्या नंबर वर संपर्क करा
कृषी आयुक्तालय पुणे :- ०२० २६१२ ७८४०
कृषी विभाग महाराष्ट्र शासन:- १८०० २३३ ४०००
",FARMER ASKED QUERY ABOUT THE CORRECTION OF FILLED DATA OF AGRI STACK YOJANA ?,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
JAMNER,Others,2025-01-27T17:29:37.37,Others,JALGAON,3504633,"प्रधानमंत्री किसान सन्मान निधी योजनेचे स्टेटस चेक केल्यावर  अपात्रतेचे कारण :
शेतकऱ्यांना कमी जमीन मिळाली (विक्री खरेदीमुळे) ","FARMER ASKED ABOUT BENEFICIARY STATUS OF PRDHANMANTRI KISAN SANMAN NIDHI YOJANA ?
",Government Schemes,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
DHARANGAON,Others,2025-01-27T17:46:11.12,Others,JALGAON,3504357,"फार्मर आयडी कार्ड विषयी अधिक माहितीसाठी- डिजिटल कृषी- कृषी आणि शेतकरी कल्याण विभाग, कृषी भवन, नवी दिल्ली संपर्क क्रमांक: 011-23382926, ईमेल: us-it@gov.in. या नंबरवर संपर्क साधून चौकशी करावी. धन्यवाद..!",FARMER ASKED INFORMATION ABOUT FARMER ID CARD AND THIEIR REGARDING CONTACT NUMBER ? ,Government Schemes,NA,AGRICULTURE,MAHARASHTRA,27,1,2025
